"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Id1",1.09542982754516e-09,-0.705101095510955,0.355,0.614,1.54937594807987e-05
"Emp2",1.24882838394566e-09,-0.57502905899562,0.731,0.903,1.76634286625274e-05
"Serpina3g",1.41201980893907e-09,0.406980383940386,1,0.998,1.99716081776341e-05
"Il4i1",1.61132577244422e-09,0.428150823636957,0.699,0.363,2.2790591725451e-05
"Ndst1",1.67273061679923e-09,-0.653685378893119,0.731,0.89,2.36591018440083e-05
"Hnrnpa1",1.96297799208866e-09,0.309469751822617,0.699,0.353,2.77643607201021e-05
"Nr4a3",2.07580536954032e-09,0.305114792262167,0.366,0.139,2.93601911467783e-05
"Trp53bp1",2.50602262563225e-09,0.28099133112595,0.409,0.163,3.54451840169425e-05
"Pdcd4",2.67209753715155e-09,0.369049259620045,0.516,0.245,3.77941475654716e-05
"Fam189a2",2.70807464590866e-09,-0.576991391665282,0.452,0.796,3.83030077917321e-05
"Ltb",2.83444249140649e-09,0.412943195612779,0.763,0.434,4.00903545984534e-05
"Igkv8-27",2.88194895958951e-09,0.482690326724871,0.398,0.166,4.0762286084434e-05
"Ttc39a",3.19556954850956e-09,0.319808912079953,0.441,0.188,4.51981356941192e-05
"Pcolce2",3.25182032652411e-09,-0.758886723977255,0.204,0.478,4.5993746698357e-05
"Ms4a4b",3.64018584787966e-09,0.433434579268525,0.634,0.346,5.148678863241e-05
"Aif1",4.04037515612323e-09,0.441897097081086,0.925,0.817,5.7147066208207e-05
"Map4k1",4.16939938583399e-09,0.296763837523845,0.344,0.13,5.89719849132359e-05
"Ccr2",4.37248855915397e-09,0.374466161807363,0.559,0.28,6.18444781806738e-05
"Tmcc2",4.41495470219416e-09,-0.848982625781415,0.344,0.575,6.24451193078342e-05
"Jup",4.45434174716843e-09,-0.575340620719705,0.731,0.889,6.30022096719502e-05
"Dkc1",4.46274199240495e-09,0.323402294308154,0.602,0.294,6.31210227405756e-05
"Id2",4.55107483842307e-09,0.407860523990198,0.667,0.379,6.43704025146559e-05
"Clec14a",4.72782216909316e-09,-0.747576237867256,0.258,0.522,6.68703167596536e-05
"Med10",4.76687043463754e-09,0.338782038172299,0.516,0.248,6.74226154275133e-05
"Plaat3",5.05098258216258e-09,0.394369870137417,0.978,0.954,7.14410976421075e-05
"Pstpip1",5.35271301927892e-09,0.285680374459666,0.505,0.23,7.5708772944681e-05
"Relb",5.51961641590701e-09,0.432895741644672,0.699,0.392,7.80694545865887e-05
"Cd28",5.5856903458936e-09,0.290669364547097,0.355,0.138,7.90040042523191e-05
"H2afz",5.83355230798012e-09,0.381330817016087,0.978,0.969,8.25097638440708e-05
